image_name,provenance_file,provenance_sha256,provenance_size_bytes
31_4.jpg,31_4.provenance.json,faeeb0fb4123c28574645c9f5a258ce3df329d1ea9ad212a59793e24ea9b1711,276
31_5.jpg,31_5.provenance.json,ffc9713e61a063f4e4d5ca5849da4da74c4ac4e8580c9cdc81e74d6783cd4d18,276
31_6.jpg,31_6.provenance.json,e7fa4625d67894abeabb2a5fe49931db83c38f1bb621407a613b3332a1fb6ae2,276
32_0.jpg,32_0.provenance.json,e80fec84ac378bee7c08d56b7fdf451183caefb65184050d906e8c5aa201f514,276
32_1.jpg,32_1.provenance.json,0905f92f803dbdfc0462bd0d50d0c3ad25d68abd8db910b6a01f157453c700b2,276
32_2.jpg,32_2.provenance.json,ee65ad67d77451bab8b1c339b8c4ab7d8625976d72a75243542ff173379b115f,276
33_0.jpg,33_0.provenance.json,0b5f51f1de63a6ee75bace21748af06f515a98f5cfc877412fd9d4af05a6106b,276
33_1.jpg,33_1.provenance.json,a29667ba8bd87498b473f676470b8f5bf80c983431e9ab5a4110bd59ed0c46bc,276
34_0.jpg,34_0.provenance.json,14a46322073daacaa2add2a4919c669f4f9539e30036b71779efac52bf1eac9e,276
34_1.jpg,34_1.provenance.json,b80e3264c97014f0654ac864c40f3e3ff50fca9bc8680b4766acc2d8f10e9f51,276
34_2.jpg,34_2.provenance.json,1099fcdfbe13ba81d4db802130e1aabadd900c9d78096d0e08d668e70083391d,276
34_3.jpg,34_3.provenance.json,ec8093a98687ad9d0b264ca86ad311616685aab04767e3e0fc3abd123afa57a0,276
35_0.jpg,35_0.provenance.json,7d2d1b06a3839dd28fb47c64328a002e07271e1db420d46919c3510428d85cc1,276
35_1.jpg,35_1.provenance.json,6cb74d1ff7ccc4f0d4daa5d0550bff03ce0bc119eaf035551540c69a112823de,276
36_0.jpg,36_0.provenance.json,19eeb1642ea8dab0c60eb192fea654717e1a50f069e3a100983836c6958023dd,276
36_1.jpg,36_1.provenance.json,4aa28637941aa0a5c898de3748f5116e794c06de8ec4c44121288040bc29add0,276
36_2.jpg,36_2.provenance.json,0df5b2da178b25f0281a40aedc2634d203012a5158d386e8d725403613ee93a3,276
36_3.jpg,36_3.provenance.json,10c89b9646fc1577f67a1c886a85ad6dbd9494385433e837e04f0eb34eea93ef,276
36_4.jpg,36_4.provenance.json,a8e59e1c53926fc2ac863abdd9e42d4e388e3729036bd3aa6afc026bbecd33a2,276
36_5.jpg,36_5.provenance.json,0e0781c54dbf4b98e964e0ca4e7c30423e21873fca02999d4e13870736579d06,276
36_6.jpg,36_6.provenance.json,dbc63749980511dba348458adc967a620bb8ebaed6a7869a07b22d8b2281b50a,276
36_7.jpg,36_7.provenance.json,c84fcf0e06f7ad077f33264d475386355bf8cda13351173011a6d6cf7e6de8da,276
36_8.jpg,36_8.provenance.json,ba03f2f5729f5116c8def8b09b9b6c82bcbbdcfe092b61c4e152683e8e33e222,276
36_9.jpg,36_9.provenance.json,1038575ce24951b68a1c5844bc6a387b7b45bdb26d62f9d3d03e96452cad54b7,276
36_10.jpg,36_10.provenance.json,a28c5fa3f41fff78a4da2e6c439ae6e28dca3b4a68291b81def070270e265886,277
36_11.jpg,36_11.provenance.json,e6e309a725d5b743996e8ac435e140e9b56256f8ad5a995e26fb7b8ea24f2f0a,277
37_0.jpg,37_0.provenance.json,773cc3ebfdedb7effbfc5f45bf65aecb7fef48d3672c3292fae911ecf501355a,276
38_0.jpg,38_0.provenance.json,779d9cc72cf3b302631cd6aeb046f0df34a65ed3362f4c45769aa49eb7f1a42c,276
39_0.jpg,39_0.provenance.json,f24428a4790bbbe3b897c210115b33ecb1fa0f5d97eb6dbe7d326d8925e08f4e,276
39_1.jpg,39_1.provenance.json,f7ff0923fdc2a15f93c3ab862f007b0e7728d32c44b6ea0ecc2509601477be83,276
